ts_s,copv_psi,lox_psi,lng_psi,vent_psi,lox_mvas_psi,lox_inj_tee_psi,inj_lox_psi,inj_lng_psi,loadcell_lbf
1776680718.0341277,2793.540049743652,147.0800036430359,127.8874987602234,42.9199998319149,45.96250029802322,28.849999779462813,45.887504094839095,42.782113724946974,12.0
1776680718.0853415,2793.540049743652,147.0800036430359,127.8874987602234,42.9199998319149,45.96250029802322,28.849999779462813,45.887504094839095,42.782113724946974,12.0
1776680718.136718,2792.7319480895994,145.46399953365326,126.37250127792359,44.5360011100769,45.45750113725662,26.83000030517578,50.255423510074614,45.224674293398856,11.0
1776680718.1881647,2792.7319480895994,145.46399953365326,126.37250127792359,44.5360011100769,45.45750113725662,26.83000030517578,50.255423510074614,45.224674293398856,11.0
1776680718.239583,2792.7319480895994,145.46399953365326,126.37250127792359,44.5360011100769,45.45750113725662,26.83000030517578,50.255423510074614,45.224674293398856,11.0
1776680718.2911866,2792.7319480895994,145.46399953365326,126.37250127792359,44.5360011100769,45.45750113725662,26.83000030517578,50.255423510074614,45.224674293398856,11.0
1776680718.342583,2791.676083755493,143.35199954509736,124.39250411987305,46.64800109863281,44.7975011408329,24.190000319480895,54.29127896726131,49.25096305608749,13.0
1776680718.39362,2791.676083755493,143.35199954509736,124.39250411987305,46.64800109863281,44.7975011408329,24.190000319480895,54.29127896726131,49.25096305608749,13.0
1776680718.4447541,2791.676083755493,143.35199954509736,124.39250411987305,46.64800109863281,44.7975011408329,24.190000319480895,54.29127896726131,49.25096305608749,13.0
1776680718.4961236,2791.676083755493,143.35199954509736,124.39250411987305,46.64800109863281,44.7975011408329,24.190000319480895,54.29127896726131,49.25096305608749,13.0
1776680718.547509,2790.884070587158,141.76799955368043,122.90749492645264,48.23200109004974,44.30249902009964,22.21000033020973,55.43767558932304,50.08807855248451,14.0
1776680718.5986998,2790.884070587158,141.76799955368043,122.90749492645264,48.23200109004974,44.30249902009964,22.21000033020973,55.43767558932304,50.08807855248451,14.0
1776680718.6499496,2790.884070587158,141.76799955368043,122.90749492645264,48.23200109004974,44.30249902009964,22.21000033020973,55.43767558932304,50.08807855248451,14.0
1776680718.7016406,2790.884070587158,141.76799955368043,122.90749492645264,48.23200109004974,44.30249902009964,22.21000033020973,55.43767558932304,50.08807855248451,14.0
1776680718.7527838,2790.1040088653563,140.20799698829651,121.44499959945679,49.79200082421303,43.81499963402748,20.25999995470047,58.25110057890416,53.20978100001812,16.0
1776680718.8038948,2790.1040088653563,140.20799698829651,121.44499959945679,49.79200082421303,43.81499963402748,20.25999995470047,58.25110057890416,53.20978100001812,16.0
1776680718.855435,2790.1040088653563,140.20799698829651,121.44499959945679,49.79200082421303,43.81499963402748,20.25999995470047,58.25110057890416,53.20978100001812,16.0
1776680718.9070091,2789.508045387268,139.0159964799881,120.32750549316407,50.98400133252144,43.442498767375945,18.770000027120112,59.21893070042134,54.021534422039984,17.0
1776680718.9586396,2789.508045387268,139.0159964799881,120.32750549316407,50.98400133252144,43.442498767375945,18.770000027120112,60.84452273845673,54.531203681230544,17.0
1776680719.0096123,2789.508045387268,139.0159964799881,120.32750549316407,50.98400133252144,43.442498767375945,18.770000027120112,60.84452273845673,54.531203681230544,17.0
1776680719.0606785,2789.508045387268,139.0159964799881,120.32750549316407,50.98400133252144,43.442498767375945,18.770000027120112,60.84452273845673,54.531203681230544,17.0
1776680719.1119344,2788.699943733215,137.40000369548798,118.81249668598176,52.59999977946281,42.93749960660934,16.7500001989305,61.72023626565934,55.95499622225761,19.0
1776680719.1632047,2788.699943733215,137.40000369548798,118.81249668598176,52.59999977946281,42.93749960660934,16.7500001989305,61.72023626565934,55.95499622225761,19.0
1776680719.2166078,2788.699943733215,137.40000369548798,118.81249668598176,52.59999977946281,42.93749960660934,16.7500001989305,61.72023626565934,55.95499622225761,19.0
1776680719.268291,2788.699943733215,137.40000369548798,118.81249668598176,52.59999977946281,42.93749960660934,16.7500001989305,61.72023626565934,55.95499622225761,19.0
1776680719.3196871,2787.6440793991087,135.28800370693207,116.83249952793122,54.71199976801872,42.27749961018562,14.110000036284328,64.25451139509678,58.968095877766615,20.0
1776680719.3710072,2787.6440793991087,135.28800370693207,116.83249952793122,54.71199976801872,42.27749961018562,14.110000036284328,64.25451139509678,58.968095877766615,20.0
1776680719.4223487,2787.6440793991087,135.28800370693207,116.83249952793122,54.71199976801872,42.27749961018562,14.110000036284328,64.25451139509678,58.968095877766615,20.0
1776680719.473512,2787.6440793991087,135.28800370693207,116.83249952793122,54.71199976801872,42.27749961018562,14.110000036284328,64.25451139509678,58.968095877766615,20.0
1776680719.5247316,2786.8520662307737,133.70400371551514,115.34750165939332,56.29599975943565,41.78250032067299,12.130000069132075,67.27736885249615,59.94821632802487,21.0
1776680719.5757942,2786.8520662307737,133.70400371551514,115.34750165939332,56.29599975943565,41.78250032067299,12.130000069132075,67.27736885249615,59.94821632802487,21.0
1776680719.6273477,2786.8520662307737,133.70400371551514,115.34750165939332,56.29599975943565,41.78250032067299,12.130000069132075,67.27736885249615,59.94821632802487,21.0
1776680719.6786704,2786.8520662307737,133.70400371551514,115.34750165939332,56.29599975943565,41.78250032067299,12.130000069132075,67.27736885249615,59.94821632802487,21.0
1776680719.7301023,2786.072004508972,132.14400115013123,113.88499500751496,57.85599949359894,41.29500093460083,11.9,68.41314273476601,60.69356913268567,23.0
1776680719.7810218,2786.072004508972,132.14400115013123,113.88499500751496,57.85599949359894,41.29500093460083,11.9,68.41314273476601,60.69356913268567,23.0
1776680719.8321805,2786.072004508972,132.14400115013123,113.88499500751496,57.85599949359894,41.29500093460083,11.9,68.41314273476601,60.69356913268567,23.0
1776680719.8835723,2786.072004508972,132.14400115013123,113.88499500751496,57.85599949359894,41.29500093460083,11.9,68.41314273476601,60.69356913268567,23.0
1776680719.937104,2785.4760410308836,130.95200064182282,112.76750090122223,59.04800000190735,40.922500067949294,11.9,70.02576353549958,62.74281228482724,24.0
1776680719.9883747,2785.4760410308836,130.95200064182282,112.76750090122223,59.04800000190735,40.922500067949294,11.9,70.02576353549958,62.74281228482724,24.0
1776680720.0396144,2785.4760410308836,130.95200064182282,112.76750090122223,59.04800000190735,40.922500067949294,11.9,70.02576353549958,62.74281228482724,24.0
1776680720.0912156,2785.4760410308836,130.95200064182282,112.76750090122223,59.04800000190735,40.922500067949294,11.9,70.02576353549958,62.74281228482724,24.0
1776680720.1421742,2784.4840709686277,128.9679944753647,110.9075021982193,60.66399844884872,40.41750090718269,11.9,72.4329267680645,63.544320935010916,25.0
1776680720.196079,2784.4840709686277,128.9679944753647,110.9075021982193,60.66399844884872,40.41750090718269,11.9,72.4329267680645,63.544320935010916,25.0
1776680720.2477822,2784.4840709686277,128.9679944753647,110.9075021982193,60.66399844884872,40.41750090718269,11.9,72.4329267680645,63.544320935010916,25.0
1776680720.2990947,2784.4840709686277,128.9679944753647,110.9075021982193,60.66399844884872,40.41750090718269,11.9,72.4329267680645,63.544320935010916,25.0
1776680720.3505802,2783.875926208496,127.75199654102326,109.76750555038453,62.247998440265654,39.92249878644943,11.9,72.81282278299332,65.45738945305348,24.0
1776680720.40167,2783.875926208496,127.75199654102326,109.76750555038453,62.247998440265654,39.92249878644943,11.9,72.81282278299332,65.45738945305348,24.0
1776680720.452916,2783.875926208496,127.75199654102326,109.76750555038453,62.247998440265654,39.92249878644943,11.9,72.81282278299332,65.45738945305348,24.0
1776680720.5040743,2783.875926208496,127.75199654102326,109.76750555038453,62.247998440265654,39.92249878644943,11.9,72.81282278299332,65.45738945305348,24.0
1776680720.5550961,2782.823969078064,125.64800324440003,107.79500546455384,64.35199739933014,39.2649987578392,11.9,74.34531154632569,65.95329614877701,24.0
1776680720.6061373,2782.823969078064,125.64800324440003,107.79500546455384,64.35199739933014,39.2649987578392,11.9,74.34531154632569,65.95329614877701,24.0
1776680720.6572244,2782.823969078064,125.64800324440003,107.79500546455384,64.35199739933014,39.2649987578392,11.9,74.34531154632569,65.95329614877701,24.0
1776680720.7083845,2782.823969078064,125.64800324440003,107.79500546455384,64.35199739933014,39.2649987578392,11.9,74.34531154632569,65.95329614877701,24.0
1776680720.7595549,2782.2679969787596,124.53600170612336,106.75249906778336,65.46399893760682,38.91750040054321,11.9,74.4434048473835,67.4844259262085,26.0
1776680720.8106265,2782.2679969787596,124.53600170612336,106.75249906778336,65.46399893760682,38.91750040054321,11.9,74.4434048473835,67.4844259262085,26.0
1776680720.8621933,2782.2679969787596,124.53600170612336,106.75249906778336,65.46399893760682,38.91750040054321,11.9,74.4434048473835,67.4844259262085,26.0
1776680720.9135795,2781.211902809143,122.42400171756745,104.77250190973282,67.57599892616273,38.25750040411949,11.9,76.30029203891755,68.04146858453751,29.0
1776680720.9646187,2781.211902809143,122.42400171756745,104.77250190973282,67.57599892616273,38.25750040411949,11.9,76.30029203891755,68.04146858453751,29.0
1776680721.016077,2781.211902809143,122.42400171756745,104.77250190973282,67.57599892616273,38.25750040411949,11.9,76.30029203891755,68.04146858453751,29.0
1776680721.0670457,2781.211902809143,122.42400171756745,104.77250190973282,67.57599892616273,38.25750040411949,11.9,76.30029203891755,68.04146858453751,29.0
1776680721.1181018,2780.455973815918,120.91200532913209,103.35500034093857,69.08800097703934,37.78500082492828,11.9,78.52164226174355,68.93355789184571,31.0
1776680721.169202,2780.455973815918,120.91200532913209,103.35500034093857,69.08800097703934,37.78500082492828,11.9,78.52164226174355,68.93355789184571,31.0
1776680721.2201252,2780.455973815918,120.91200532913209,103.35500034093857,69.08800097703934,37.78500082492828,11.9,78.52164226174355,68.93355789184571,31.0
1776680721.271106,2780.455973815918,120.91200532913209,103.35500034093857,69.08800097703934,37.78500082492828,11.9,78.52164226174355,68.93355789184571,31.0
1776680721.3224525,2779.6481019973753,119.29600121974946,101.84000285863877,70.30399891138077,37.40500005483627,11.9,78.47237902283669,69.80403366088868,32.0
1776680721.3735456,2779.6481019973753,119.29600121974946,101.84000285863877,70.30399891138077,37.40500005483627,11.9,78.47237902283669,69.80403366088868,32.0
1776680721.4245677,2779.6481019973753,119.29600121974946,101.84000285863877,70.30399891138077,37.40500005483627,11.9,78.47237902283669,69.80403366088868,32.0
1776680721.475584,2779.6481019973753,119.29600121974946,101.84000285863877,70.30399891138077,37.40500005483627,11.9,78.47237902283669,69.80403366088868,32.0
1776680721.5267694,2778.7919647216795,117.58399608135224,100.235000872612,72.41599889993668,36.74500005841255,11.9,80.5467407643795,70.53797664642335,31.0
1776680721.5775769,2778.7919647216795,117.58399608135224,100.235000872612,72.41599889993668,36.74500005841255,11.9,80.5467407643795,70.53797664642335,31.0
1776680721.6292207,2778.7919647216795,117.58399608135224,100.235000872612,72.41599889993668,36.74500005841255,11.9,80.5467407643795,70.53797664642335,31.0
1776680721.6805325,2778.7919647216795,117.58399608135224,100.235000872612,72.41599889993668,36.74500005841255,11.9,80.5467407643795,70.53797664642335,31.0
1776680721.7315338,2778.0119029998777,116.02400484085084,98.7724998831749,73.97600146532059,36.25750067234039,11.9,80.22774996757508,70.77083604931832,32.0
1776680721.782755,2778.0119029998777,116.02400484085084,98.7724998831749,73.97600146532059,36.25750067234039,11.9,80.22774996757508,70.77083604931832,32.0
1776680721.8340464,2778.0119029998777,116.02400484085084,98.7724998831749,73.97600146532059,36.25750067234039,11.9,80.22774996757508,70.77083604931832,32.0
1776680721.885181,2778.0119029998777,116.02400484085084,98.7724998831749,73.97600146532059,36.25750067234039,11.9,80.22774996757508,70.77083604931832,32.0
1776680721.9364438,2777.1798984527586,114.35999455451966,97.21249731779099,75.64000042676926,35.73749887347221,11.9,80.7185052573681,71.78224431872368,33.0
1776680721.9878387,2777.1798984527586,114.35999455451966,97.21249731779099,75.64000042676926,35.73749887347221,11.9,80.7185052573681,71.78224431872368,33.0
1776680722.0392313,2777.1798984527586,114.35999455451966,97.21249731779099,75.64000042676926,35.73749887347221,11.9,80.7185052573681,71.78224431872368,33.0
1776680722.090292,2777.1798984527586,114.35999455451966,97.21249731779099,75.64000042676926,35.73749887347221,11.9,80.7185052573681,71.78224431872368,33.0
1776680722.141452,2776.4239694595335,112.8479981660843,95.795001411438,77.15200247764588,35.26500070989132,11.9,81.44189911484719,71.28946753740311,34.0
1776680722.192525,2776.4239694595335,112.8479981660843,95.795001411438,77.15200247764588,35.26500070989132,11.9,81.44189911484719,71.28946753740311,34.0
1776680722.2439916,2776.4239694595335,112.8479981660843,95.795001411438,77.15200247764588,35.26500070989132,11.9,81.44189911484719,71.28946753740311,34.0
1776680722.2951715,2776.4239694595335,112.8479981660843,95.795001411438,77.15200247764588,35.26500070989132,11.9,81.44189911484719,71.28946753740311,34.0
1776680722.3463504,2775.616097640991,111.23200538158417,94.27999826669694,78.76800092458726,34.7600001335144,11.9,82.52056869268418,72.12577047348023,35.0
1776680722.3976214,2775.616097640991,111.23200538158417,94.27999826669694,78.76800092458726,34.7600001335144,11.9,82.52056869268418,72.12577047348023,35.0
1776680722.4488392,2775.616097640991,111.23200538158417,94.27999826669694,78.76800092458726,34.7600001335144,11.9,82.52056869268418,72.12577047348023,35.0
1776680722.4999483,2775.616097640991,111.23200538158417,94.27999826669694,78.76800092458726,34.7600001335144,11.9,82.52056869268418,72.12577047348023,35.0
1776680722.5510423,2774.7599603652952,109.52000024318696,92.67500194311143,80.48000040054322,34.224999943375586,11.9,82.46029200553895,73.38564949631692,40.0
1776680722.6024325,2774.7599603652952,109.52000024318696,92.67500194311143,80.48000040054322,34.224999943375586,11.9,82.46029200553895,73.38564949631692,40.0
1776680722.653817,2774.7599603652952,109.52000024318696,92.67500194311143,80.48000040054322,34.224999943375586,11.9,82.46029200553895,73.38564949631692,40.0
1776680722.7051563,2774.7599603652952,109.52000024318696,92.67500194311143,80.48000040054322,34.224999943375586,11.9,82.46029200553895,73.38564949631692,40.0
1776680722.7564478,2773.9798986434935,107.95999767780305,91.21250095367432,82.03999730348588,33.73750055730343,11.9,83.42578637003899,72.99527230262757,41.0
1776680722.8076077,2773.9798986434935,107.95999767780305,91.21250095367432,82.03999730348588,33.73750055730343,11.9,83.42578637003899,72.99527230262757,41.0
1776680722.8592155,2773.9798986434935,107.95999767780305,91.21250095367432,82.03999730348588,33.73750055730343,11.9,83.42578637003899,72.99527230262757,41.0
1776680722.9102917,2773.9798986434935,107.95999767780305,91.21250095367432,82.03999730348588,33.73750055730343,11.9,83.42578637003899,72.99527230262757,41.0
1776680722.9611766,2773.1478940963743,106.29599871635438,89.65249838829041,83.7040019273758,33.21750017404556,11.9,83.3132283627987,73.24109020233155,42.0
1776680723.012334,2773.1478940963743,106.29599871635438,89.65249838829041,83.7040019273758,33.21750017404556,11.9,83.3132283627987,73.24109020233155,42.0
1776680723.0633008,2773.1478940963743,106.29599871635438,89.65249838829041,83.7040019273758,33.21750017404556,11.9,83.3132283627987,73.24109020233155,42.0
1776680723.11468,2772.3919651031492,104.78400232791901,88.23500248193741,83.7040019273758,33.21750017404556,11.9,83.47574608922005,73.33733188509942,42.0
1776680723.1662703,2772.3919651031492,104.78400232791901,88.23500248193741,85.21599831581116,32.74500059485435,11.9,83.80414786338807,73.99116831421853,47.0
1776680723.2178125,2772.3919651031492,104.78400232791901,88.23500248193741,85.21599831581116,32.74500059485435,11.9,83.80414786338807,73.99116831421853,47.0
1776680723.2693253,2772.3919651031492,104.78400232791901,88.23500248193741,85.21599831581116,32.74500059485435,11.9,83.80414786338807,73.99116831421853,47.0
1776680723.3210182,2771.5840932846068,103.16799821853638,86.71999933719636,86.83200242519379,32.24000001847744,11.9,83.99993526339532,73.11713653206826,48.0
1776680723.3720448,2771.5840932846068,103.16799821853638,86.71999933719636,86.83200242519379,32.24000001847744,11.9,83.99993526339532,73.11713653206826,48.0
1776680723.4235115,2771.5840932846068,103.16799821853638,86.71999933719636,86.83200242519379,32.24000001847744,11.9,83.99993526339532,73.11713653206826,48.0
1776680723.4771495,2771.5840932846068,103.16799821853638,86.71999933719636,86.83200242519379,32.24000001847744,11.9,83.99993526339532,73.11713653206826,48.0
1776680723.5285072,2770.727956008911,101.45599874258042,85.11500301361085,88.54400190114976,31.70499982833862,11.9,83.16435995101929,73.31134977340699,48.0
1776680723.5800545,2770.727956008911,101.45599874258042,85.11500301361085,88.54400190114976,31.70499982833862,11.9,83.16435995101929,73.31134977340699,49.0
1776680723.6313553,2770.727956008911,101.45599874258042,85.11500301361085,88.54400190114976,31.70499982833862,11.9,83.16435995101929,73.31134977340699,49.0
1776680723.6829557,2770.727956008911,101.45599874258042,85.11500301361085,88.54400190114976,31.70499982833862,11.9,83.16435995101929,73.31134977340699,49.0
1776680723.7360535,2769.947894287109,99.89600183963776,83.65250202417374,90.10399880409241,31.217500442266463,11.9,83.95966114997864,73.94612642526627,50.0
1776680723.787033,2769.947894287109,99.89600183963776,83.65250202417374,90.10399880409241,31.217500442266463,11.9,83.95966114997864,73.94612642526627,50.0
1776680723.8382454,2769.947894287109,99.89600183963776,83.65250202417374,90.10399880409241,31.217500442266463,11.9,83.95966114997864,73.94612642526627,50.0
1776680723.889535,2769.947894287109,99.89600183963776,83.65250202417374,90.10399880409241,31.217500442266463,11.9,83.95966114997864,73.94612642526627,50.0
1776680723.9407017,2769.11588973999,98.23200287818909,82.09249945878983,91.76799776554108,30.697500059008597,11.9,85.03060432672501,73.76296910047532,48.0
1776680723.99221,2769.11588973999,98.23200287818909,82.09249945878983,91.76799776554108,30.697500059008597,11.9,85.03060432672501,73.76296910047532,48.0
1776680724.0435205,2769.11588973999,98.23200287818909,82.09249945878983,91.76799776554108,30.697500059008597,11.9,85.03060432672501,73.76296910047532,48.0
1776680724.096021,2769.11588973999,98.23200287818909,82.09249945878983,91.76799776554108,30.697500059008597,11.9,85.03060432672501,73.76296910047532,48.0
1776680724.1471848,2768.359960746765,96.72000082731248,80.67499788999558,93.2799998164177,30.22500047981739,11.9,84.27629920244217,73.40009721517563,48.0
1776680724.1982884,2768.359960746765,96.72000082731248,80.67499788999558,93.2799998164177,30.22500047981739,11.9,84.27629920244217,73.40009721517563,48.0
1776680724.2495806,2768.359960746765,96.72000082731248,80.67499788999558,93.2799998164177,30.22500047981739,11.9,84.27629920244217,73.40009721517563,48.0
1776680724.30128,2768.359960746765,96.72000082731248,80.67499788999558,93.2799998164177,30.22500047981739,11.9,84.27629920244217,73.40009721517563,48.0
1776680724.3523486,2767.5520889282225,95.1040023803711,79.16000040769578,94.89599826335908,29.719999903440474,11.9,84.78139462471009,73.459796333313,48.0
1776680724.403594,2767.5520889282225,95.1040023803711,79.16000040769578,94.89599826335908,29.719999903440474,11.9,84.78139462471009,73.459796333313,48.0
1776680724.4544792,2767.5520889282225,95.1040023803711,79.16000040769578,94.89599826335908,29.719999903440474,11.9,84.78139462471009,73.459796333313,48.0
1776680724.5058043,2767.5520889282225,95.1040023803711,79.16000040769578,94.89599826335908,29.719999903440474,11.9,84.78139462471009,73.459796333313,48.0
1776680724.557048,2766.6959516525267,93.39200290441514,77.55499842166901,96.60799773931504,29.184999713301657,11.9,84.89270406365395,74.09911426305771,50.0
1776680724.6086802,2766.6959516525267,93.39200290441514,77.55499842166901,96.60799773931504,29.184999713301657,11.9,84.89270406365395,74.09911426305771,50.0
1776680724.6605296,2766.6959516525267,93.39200290441514,77.55499842166901,96.60799773931504,29.184999713301657,11.9,84.89270406365395,74.09911426305771,50.0
1776680724.711683,2766.6959516525267,93.39200290441514,77.55499842166901,96.60799773931504,29.184999713301657,11.9,84.89270406365395,74.09911426305771,50.0
1776680724.763028,2765.915889930725,91.83200033903123,76.09250309467316,98.16800030469895,28.6975003272295,11.9,84.38242467641831,73.7325561285019,48.0
1776680724.814357,2765.915889930725,91.83200033903123,76.09250309467316,98.16800030469895,28.6975003272295,11.9,84.38242467641831,73.7325561285019,48.0
1776680724.8658276,2765.915889930725,91.83200033903123,76.09250309467316,98.16800030469895,28.6975003272295,11.9,84.38242467641831,73.7325561285019,48.0
1776680724.9174588,2765.1480094909666,90.29600086212159,74.65249898433686,98.16800030469895,28.6975003272295,11.9,84.28721355795861,73.60219257473946,48.0
1776680724.969003,2765.1480094909666,90.29600086212159,74.65249898433686,99.70399978160859,28.2174994289875,11.9,84.28073855638505,73.50610377788544,53.0
1776680725.0205717,2765.1480094909666,90.29600086212159,74.65249898433686,99.70399978160859,28.2174994289875,11.9,84.28073855638505,73.50610377788544,53.0
1776680725.0718677,2765.1480094909666,90.29600086212159,74.65249898433686,99.70399978160859,28.2174994289875,11.9,84.28073855638505,73.50610377788544,53.0
1776680725.1234872,2764.3279563903807,88.65599932670594,73.114998960495,99.70399978160859,28.2174994289875,11.9,84.0962732076645,72.37594279050828,54.0
1776680725.1747215,2764.3279563903807,88.65599932670594,73.114998960495,101.34400131702424,27.705000364780425,11.9,84.0962732076645,72.37594279050828,54.0
1776680725.226373,2764.3279563903807,88.65599932670594,73.114998960495,101.34400131702424,27.705000364780425,11.9,84.0962732076645,72.37594279050828,54.0
1776680725.2775798,2764.3279563903807,88.65599932670594,73.114998960495,101.34400131702424,27.705000364780425,11.9,84.0962732076645,72.37594279050828,54.0
1776680725.3288677,2763.520084571838,87.04000087976456,71.6000014781952,102.95999976396561,27.19999978840351,11.9,83.03418608903885,72.3628285765648,55.0
1776680725.3799264,2763.520084571838,87.04000087976456,71.6000014781952,102.95999976396561,27.19999978840351,11.9,83.03418608903885,72.3628285765648,55.0
1776680725.4309683,2763.520084571838,87.04000087976456,71.6000014781952,102.95999976396561,27.19999978840351,11.9,83.03418608903885,72.3628285765648,55.0
1776680725.4820662,2763.520084571838,87.04000087976456,71.6000014781952,102.95999976396561,27.19999978840351,11.9,83.03418608903885,72.3628285765648,55.0
1776680725.53355,2762.7280714035032,85.45600088834763,70.11499794721604,104.54399975538254,26.705000498890875,11.9,84.00359603166581,71.88601138591767,57.0
1776680725.5845904,2762.7280714035032,85.45600088834763,70.11499794721604,104.54399975538254,26.705000498890875,11.9,84.00359603166581,71.88601138591767,57.0
1776680725.6360428,2762.7280714035032,85.45600088834763,70.11499794721604,104.54399975538254,26.705000498890875,11.9,84.00359603166581,71.88601138591767,57.0
1776680725.6875074,2762.7280714035032,85.45600088834763,70.11499794721604,104.54399975538254,26.705000498890875,11.9,84.00359603166581,71.88601138591767,57.0
1776680725.7385213,2761.8838855743406,83.76799883842469,68.53249850273133,106.23200180530549,26.177500212192534,11.9,84.12504407167435,72.20538722872735,59.0
1776680725.7896574,2761.8838855743406,83.76799883842469,68.53249850273133,106.23200180530549,26.177500212192534,11.9,84.12504407167435,72.20538722872735,59.0
1776680725.8410585,2761.8838855743406,83.76799883842469,68.53249850273133,106.23200180530549,26.177500212192534,11.9,84.12504407167435,72.20538722872735,59.0
1776680725.8921392,2761.8838855743406,83.76799883842469,68.53249850273133,106.23200180530549,26.177500212192534,11.9,84.12504407167435,72.20538722872735,59.0
1776680725.943109,2761.1160051345823,82.23199936151505,67.09250005483628,107.76799561977387,25.69750072956085,11.9,82.46891024112702,72.07363637685776,57.0
1776680725.9945173,2761.1160051345823,82.23199936151505,67.09250005483628,107.76799561977387,25.69750072956085,11.9,82.46891024112702,72.07363637685776,57.0
1776680726.045858,2761.1160051345823,82.23199936151505,67.09250005483628,107.76799561977387,25.69750072956085,11.9,82.46891024112702,72.07363637685776,57.0
1776680726.097036,2761.1160051345823,82.23199936151505,67.09250005483628,107.76799561977387,25.69750072956085,11.9,82.46891024112702,72.07363637685776,57.0
1776680726.1483955,2760.2959520339964,80.5919978260994,65.55500003099442,109.40799715518952,25.18500024974346,11.9,82.49259623289109,71.1972518503666,55.0
1776680726.1998038,2760.2959520339964,80.5919978260994,65.55500003099442,109.40799715518952,25.18500024974346,11.9,82.49259623289109,71.1972518503666,55.0
1776680726.2513926,2760.2959520339964,80.5919978260994,65.55500003099442,109.40799715518952,25.18500024974346,11.9,82.49259623289109,71.1972518503666,55.0
1776680726.3030753,2760.2959520339964,80.5919978260994,65.55500003099442,109.40799715518952,25.18500024974346,11.9,82.49259623289109,71.1972518503666,55.0
1776680726.3544624,2759.488080215454,78.97599937915803,64.04000254869462,111.02400126457215,24.679999673366545,11.9,81.77354829907418,70.99178450703621,57.0
1776680726.4058485,2759.488080215454,78.97599937915803,64.04000254869462,111.02400126457215,24.679999673366545,11.9,81.77354829907418,70.99178450703621,57.0
1776680726.4573298,2759.488080215454,78.97599937915803,64.04000254869462,111.02400126457215,24.679999673366545,11.9,81.77354829907418,70.99178450703621,57.0
1776680726.5088544,2759.488080215454,78.97599937915803,64.04000254869462,111.02400126457215,24.679999673366545,11.9,81.77354829907418,70.99178450703621,57.0
1776680726.5598083,2758.696067047119,77.3919993877411,62.55499901771545,112.60800125598908,24.18500038385391,11.9,81.48944663405419,68.74259489178658,56.0
